Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"i18n::phonenumbers::StringPiece::set(const void *,i18n::phonenumbers::StringPiece::size_type)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::StringPiece::size()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::StringPiece::starts_with(const i18n::phonenumbers::StringPiece &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,2,1,0,1,1,0,0,1,1,1,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::StringPiece::substr(i18n::phonenumbers::StringPiece::size_type,i18n::phonenumbers::StringPiece::size_type)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,5,1,3,0,0,0,3,4,1,3,5,0,0,5,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Static Function,"i18n::phonenumbers::StringPiece::wordmemcmp(const char *,const char *,i18n::phonenumbers::StringPiece::size_type)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::StripString(int *,const char *,char)",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,9,3,4,0,0,0,0,2,0,5,5,2,2,1,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"i18n::phonenumbers::TestNumberLength(const int &,const i18n::phonenumbers::PhoneMetadata &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::TestNumberLength(const int &,const i18n::phonenumbers::PhoneMetadata &,PhoneNumberUtil::PhoneNumberType)",,,,3,54,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75,3,54,10,16,18,0,0,3,30,1,19,19,5,0,14,10,10,10,6,7,,,,,5,,4,5,,0.33,,,,
Class,"i18n::phonenumbers::ThreadChecker",0,3,0,0,6,0,1,1,1,1,3,0,3,0,0,0,0,,0,0,,,,,4,0,0,0,0,4,4,1,0,0,0,4,,6,0,6,2,1,0,0,0,,,,,6,5,0,1,,,,,,1,1,1,1,,0,0,,0,0.00,1,1,1,1
Public Const Function,"i18n::phonenumbers::ThreadChecker::CalledOnValidThread()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::ToUnicodeCodepoint(const char *)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,0,0,2,1,0,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::TransformRegularExpressionToRE2Syntax(const int &)",,,,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,8,1,0,4,0,0,1,2,0,4,2,1,0,1,2,2,2,1,0,,,,,0,,1,0,,0.50,,,,
Function,"i18n::phonenumbers::TryStripPrefixString(const int &,const int &,int *)",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,2,1,0,0,0,1,1,0,4,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UTF8ToUnicodeText(const char *,int)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,3,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UTF8ToUnicodeText(const char *,int,bool)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,10,3,6,0,0,0,6,2,0,4,5,1,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function,"i18n::phonenumbers::UTF8ToUnicodeText(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UTF8ToUnicodeText(const int &,bool)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UniLib::IsInterchangeValid(const char *,int)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UniLib::IsInterchangeValid(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UniLib::IsInterchangeValidCodepoint(i18n::phonenumbers::char32)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,0,0,1,1,0,1,1,0,0,1,1,1,12,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UniLib::IsTrailByte(char)",,,,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,3,1,1,2,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.67,,,,
Function,"i18n::phonenumbers::UniLib::IsValidCodepoint(i18n::phonenumbers::char32)",,,,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,1,2,1,0,0,1,1,0,1,1,0,0,1,1,1,3,1,0,,,,,0,,0,0,,0.25,,,,
Function,"i18n::phonenumbers::UniLib::OneCharLen(const char *)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UniLib::OneCharLen(const i18n::phonenumbers::uint8 *)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UniLib::SpanInterchangeValid(const char *,int)",,,,0,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,14,5,9,4,0,0,3,3,0,7,9,4,0,5,3,3,5,3,2,,,,,2,,2,2,,0.29,,,,
Function,"i18n::phonenumbers::UniLib::SpanInterchangeValid(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::UnicodeString",0,5,0,23,130,21,1,1,1,1,5,0,5,0,0,2,0,,0,0,,,,,21,3,3,0,0,21,21,8,0,1,0,20,,174,23,130,32,59,21,0,0,,,,,88,38,1,49,,,,,,3,3,4,3,,0,2,,60,0.16,28,28,30,22
Public Function,"i18n::phonenumbers::UnicodeString::UnicodeString()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::UnicodeString::UnicodeString(const char *)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::UnicodeString(const i18n::phonenumbers::UnicodeString &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,2,1,2,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::UnicodeString::UnicodeString(i18n::phonenumbers::char32)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,2,0,0,0,6,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::append(const i18n::phonenumbers::UnicodeString &)",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,0,0,0,8,2,0,4,6,1,0,5,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::append(i18n::phonenumbers::char32)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::begin()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,3,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::end()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,3,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::indexOf(i18n::phonenumbers::char32)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,10,3,6,0,0,0,7,3,0,5,8,2,0,6,3,3,3,3,3,,,,,3,,2,3,,0.00,,,,
Private Function,"i18n::phonenumbers::UnicodeString::invalidateCachedIndex()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::length()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,3,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::operator=(const i18n::phonenumbers::UnicodeString &)",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,4,0,0,0,4,2,0,3,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::operator==(const i18n::phonenumbers::UnicodeString &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::operator[](int)",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,9,1,5,0,0,0,7,4,1,6,7,0,1,6,3,3,4,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::remove()",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::replace(int,int,const i18n::phonenumbers::UnicodeString &)",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,12,3,7,0,0,0,11,1,0,10,7,2,0,5,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::setCharAt(int,i18n::phonenumbers::char32)",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,12,3,8,0,0,0,12,1,0,10,8,2,0,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeString::setTo(const char *,size_t)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::tempSubString(int,int)",,,,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,0,16,5,9,0,0,0,10,4,1,10,10,4,0,6,3,3,4,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeString::toUTF8String(int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::UnicodeStringToUtf8String(const int &)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,2,0,0,0,0,2,1,0,4,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::UnicodeText",0,4,0,62,429,97,1,1,1,1,5,0,4,0,0,1,0,,0,0,,,,,37,1,1,0,0,37,37,14,15,5,0,32,,569,62,421,100,154,97,4,4,,,,,326,198,0,128,,,,,,3,3,3,1,,0,2,,35,0.23,44,44,44,37
Public Function,"i18n::phonenumbers::UnicodeText::Copy(const i18n::phonenumbers::UnicodeText &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::CopyUTF8(const char *,int)",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,8,1,4,0,0,0,6,2,0,4,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeText::DebugString()",,,,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,2,8,2,0,0,4,2,1,1,0,6,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeText::HasReplacementChar()",,,,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,5,3,3,4,0,0,5,1,0,3,3,2,0,1,1,1,1,1,0,,,,,0,,0,0,,0.80,,,,
Public Const Function,"i18n::phonenumbers::UnicodeText::MakeIterator(const char *)",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,10,4,4,0,0,2,5,1,0,8,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::PointTo(const i18n::phonenumbers::UnicodeText &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::PointTo(const i18n::phonenumbers::UnicodeText::const_iterator &,const i18n::phonenumbers::UnicodeText::const_iterator &)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,2,0,0,0,3,1,0,3,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::PointToUTF8(const char *,int)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,10,1,6,0,0,0,7,2,0,5,5,0,0,5,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Private Class,"i18n::phonenumbers::UnicodeText::Repr",0,6,1,10,80,12,2,2,2,1,7,0,6,1,0,0,0,,0,0,,,,,12,4,0,0,4,12,12,1,0,2,0,10,,95,10,80,13,32,12,0,0,,,,,58,21,0,37,,,,,,4,4,5,1,,0,2,,47,0.15,20,20,24,10
Public Function,"i18n::phonenumbers::UnicodeText::Repr::Copy(const char *,int)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,4,1,1,0,0,0,1,1,0,2,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeText::Repr::DebugString()",,,,3,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,9,2,0,0,0,0,1,1,0,5,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::PointTo(const char *,int)",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,0,7,1,5,1,0,0,5,2,0,5,6,0,0,6,2,2,3,1,0,,,,,0,,1,0,,0.14,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::Repr()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::TakeOwnershipOf(char *,int,int)",,,,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,0,8,1,6,2,0,0,5,3,0,6,8,0,0,8,3,3,4,1,1,,,,,0,,1,0,,0.25,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::append(const char *,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,0,5,1,2,0,0,0,2,1,0,3,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::clear()",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,1,4,0,0,0,5,2,0,4,5,0,0,5,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::reserve(int)",,,,2,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,2,11,2,6,6,0,0,4,4,1,7,8,1,0,7,4,4,5,1,1,,,,,0,,2,0,,0.55,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::resize(int)",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,10,1,6,1,0,0,4,3,0,5,6,0,0,6,3,3,4,1,1,,,,,0,,2,0,,0.10,,,,
Public Function,"i18n::phonenumbers::UnicodeText::Repr::~Repr()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,1,2,0,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::TakeOwnershipOfUTF8(char *,int,int)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,10,3,4,0,0,0,6,2,0,4,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::UTF8Substring(const i18n::phonenumbers::UnicodeText::const_iterator &,const i18n::phonenumbers::UnicodeText::const_iterator &)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::UnicodeText()",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::UnicodeText(const UnicodeText::const_iterator &,const UnicodeText::const_iterator &)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,2,2,0,0,0,3,1,0,2,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::UnicodeText(const i18n::phonenumbers::UnicodeText &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,2,0,0,0,3,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"i18n::phonenumbers::UnicodeText::UnsafeAppendUTF8(const char *,int)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"i18n::phonenumbers::UnicodeText::UnsafeCopyUTF8(const char *,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Const Function,"i18n::phonenumbers::UnicodeText::UnsafeFind(const i18n::phonenumbers::UnicodeText &,i18n::phonenumbers::UnicodeText::const_iterator)",,,,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,0,9,6,5,2,0,0,9,2,0,5,6,3,0,3,2,2,2,1,1,,,,,0,,1,0,,0.22,,,,
Private Function,"i18n::phonenumbers::UnicodeText::UnsafePointToUTF8(const char *,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"i18n::phonenumbers::UnicodeText::UnsafeTakeOwnershipOfUTF8(char *,int,int)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,3,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function Template,"i18n::phonenumbers::UnicodeText::append(ForwardIterator,const ForwardIterator)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::append(const i18n::phonenumbers::UnicodeText &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,4,1,2,0,0,0,2,1,0,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::append(const i18n::phonenumbers::UnicodeText::const_iterator &,const i18n::phonenumbers::UnicodeText::const_iterator &)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,6,2,2,0,0,0,2,1,0,3,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::assign(const i18n::phonenumbers::UnicodeText &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeText::begin()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,0,3,1,1,0,0,0,3,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::clear()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Class,"i18n::phonenumbers::UnicodeText::const_iterator",0,5,0,20,103,20,1,1,1,1,6,0,5,0,0,0,0,,0,0,,,,,13,1,1,0,0,13,13,4,39,1,0,12,,136,20,103,20,45,20,0,0,,,,,72,42,0,30,,,,,,4,4,4,4,,0,1,,30,0.19,20,20,20,18
Public Const Function,"i18n::phonenumbers::UnicodeText::const_iterator::DebugString()",,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,2,7,2,0,0,0,0,1,1,0,5,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::const_iterator::const_iterator()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Private Function,"i18n::phonenumbers::UnicodeText::const_iterator::const_iterator(const char *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::UnicodeText::const_iterator::const_iterator(const i18n::phonenumbers::UnicodeText::const_iterator &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::UnicodeText::const_iterator::get_utf8(char *)",,,,3,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,3,13,1,11,0,0,0,2,4,1,8,11,0,0,11,4,4,4,4,3,,,,,3,,1,3,,0.00,,,,
